Designator,Mid X,Mid Y,Rotation,Layer
C1,60.5425,-23.985,180.0,top
C2,74.7,-24.8,270.0,top
C3,77.3,-24.8,270.0,top
C4,76.7,-30.3,0.0,top
C5,76.8,-36.2,180.0,top
J1,59.295,-33.79,270.0,top
J2,99.8,-34.9,0.0,top
R1,76.8875,-28.0,0.0,top
R2,72.2875,-36.8,180.0,top
R3,57.5875,-40.3,180.0,top
R4,57.5875,-43.0,180.0,top
SW1,75.82,-33.1,180.0,top
SW2,69.42,-34.24625,180.0,top
U1,59.42,-26.67,180.0,top
U2,88.65,-29.29,0.0,top
U3,68.12,-27.62,90.0,top
